PullbackBars,Prior50Min,Current50Min,Prior24Min,Gap2450Min,TouchTolerance,PenMax,RecoveryMin,Shape,RequireStartOrder,DevN,DevTarget,DevRate,HoldN,HoldTarget,HoldRate
1,10,-10,0,0,0,5,0,any,False,422,300,71.09,403,280,69.48
1,10,-10,0,0,0,5,0,any,True,311,226,72.67,309,213,68.93
1,10,-10,0,0,0,5,0,no_tail,False,113,82,72.57,112,80,71.43
1,10,-10,0,0,0,5,0,no_tail,True,67,50,74.63,76,57,75.0
1,10,-10,0,0,0,5,0,tail_1,False,95,63,66.32,91,64,70.33
1,10,-10,0,0,0,5,0,tail_1,True,70,46,65.71,67,45,67.16
1,10,-10,0,0,0,5,0,tail_2_3,False,171,125,73.1,156,108,69.23
1,10,-10,0,0,0,5,0,tail_2_3,True,139,105,75.54,128,87,67.97
1,10,-10,0,0,0,5,0,tail_ge4,False,43,30,69.77,44,28,63.64
1,10,-10,0,0,0,5,0,tail_ge4,True,35,25,71.43,38,24,63.16
1,10,-10,0,0,0,5,2,any,False,312,220,70.51,288,204,70.83
1,10,-10,0,0,0,5,2,any,True,219,158,72.15,208,146,70.19
1,10,-10,0,0,0,5,2,no_tail,False,113,82,72.57,112,80,71.43
1,10,-10,0,0,0,5,2,no_tail,True,67,50,74.63,76,57,75.0
1,10,-10,0,0,0,5,2,tail_1,False,95,63,66.32,91,64,70.33
1,10,-10,0,0,0,5,2,tail_1,True,70,46,65.71,67,45,67.16
1,10,-10,0,0,0,5,2,tail_2_3,False,104,75,72.12,85,60,70.59
1,10,-10,0,0,0,5,2,tail_2_3,True,82,62,75.61,65,44,67.69
1,10,-10,0,0,0,10,0,any,False,422,300,71.09,403,280,69.48
1,10,-10,0,0,0,10,0,any,True,311,226,72.67,309,213,68.93
1,10,-10,0,0,0,10,0,no_tail,False,113,82,72.57,112,80,71.43
1,10,-10,0,0,0,10,0,no_tail,True,67,50,74.63,76,57,75.0
1,10,-10,0,0,0,10,0,tail_1,False,95,63,66.32,91,64,70.33
1,10,-10,0,0,0,10,0,tail_1,True,70,46,65.71,67,45,67.16
1,10,-10,0,0,0,10,0,tail_2_3,False,171,125,73.1,156,108,69.23
1,10,-10,0,0,0,10,0,tail_2_3,True,139,105,75.54,128,87,67.97
1,10,-10,0,0,0,10,0,tail_ge4,False,43,30,69.77,44,28,63.64
1,10,-10,0,0,0,10,0,tail_ge4,True,35,25,71.43,38,24,63.16
1,10,-10,0,0,0,10,2,any,False,312,220,70.51,288,204,70.83
1,10,-10,0,0,0,10,2,any,True,219,158,72.15,208,146,70.19
1,10,-10,0,0,0,10,2,no_tail,False,113,82,72.57,112,80,71.43
1,10,-10,0,0,0,10,2,no_tail,True,67,50,74.63,76,57,75.0
1,10,-10,0,0,0,10,2,tail_1,False,95,63,66.32,91,64,70.33
1,10,-10,0,0,0,10,2,tail_1,True,70,46,65.71,67,45,67.16
1,10,-10,0,0,0,10,2,tail_2_3,False,104,75,72.12,85,60,70.59
1,10,-10,0,0,0,10,2,tail_2_3,True,82,62,75.61,65,44,67.69
1,10,-10,0,0,0,15,0,any,False,422,300,71.09,403,280,69.48
1,10,-10,0,0,0,15,0,any,True,311,226,72.67,309,213,68.93
1,10,-10,0,0,0,15,0,no_tail,False,113,82,72.57,112,80,71.43
1,10,-10,0,0,0,15,0,no_tail,True,67,50,74.63,76,57,75.0
1,10,-10,0,0,0,15,0,tail_1,False,95,63,66.32,91,64,70.33
1,10,-10,0,0,0,15,0,tail_1,True,70,46,65.71,67,45,67.16
1,10,-10,0,0,0,15,0,tail_2_3,False,171,125,73.1,156,108,69.23
1,10,-10,0,0,0,15,0,tail_2_3,True,139,105,75.54,128,87,67.97
1,10,-10,0,0,0,15,0,tail_ge4,False,43,30,69.77,44,28,63.64
1,10,-10,0,0,0,15,0,tail_ge4,True,35,25,71.43,38,24,63.16
1,10,-10,0,0,0,15,2,any,False,312,220,70.51,288,204,70.83
1,10,-10,0,0,0,15,2,any,True,219,158,72.15,208,146,70.19
1,10,-10,0,0,0,15,2,no_tail,False,113,82,72.57,112,80,71.43
1,10,-10,0,0,0,15,2,no_tail,True,67,50,74.63,76,57,75.0
1,10,-10,0,0,0,15,2,tail_1,False,95,63,66.32,91,64,70.33
1,10,-10,0,0,0,15,2,tail_1,True,70,46,65.71,67,45,67.16
1,10,-10,0,0,0,15,2,tail_2_3,False,104,75,72.12,85,60,70.59
1,10,-10,0,0,0,15,2,tail_2_3,True,82,62,75.61,65,44,67.69
1,10,-10,0,0,1,5,0,any,False,564,393,69.68,527,371,70.4
1,10,-10,0,0,1,5,0,any,True,432,307,71.06,421,299,71.02
1,10,-10,0,0,1,5,0,no_tail,False,147,104,70.75,145,105,72.41
1,10,-10,0,0,1,5,0,no_tail,True,93,66,70.97,107,81,75.7
1,10,-10,0,0,1,5,0,tail_1,False,133,89,66.92,123,87,70.73
1,10,-10,0,0,1,5,0,tail_1,True,104,70,67.31,95,67,70.53
1,10,-10,0,0,1,5,0,tail_2_3,False,229,163,71.18,200,137,68.5
1,10,-10,0,0,1,5,0,tail_2_3,True,191,139,72.77,167,114,68.26
1,10,-10,0,0,1,5,0,tail_ge4,False,55,37,67.27,59,42,71.19
1,10,-10,0,0,1,5,0,tail_ge4,True,44,32,72.73,52,37,71.15
1,10,-10,0,0,1,5,2,any,False,419,288,68.74,375,265,70.67
1,10,-10,0,0,1,5,2,any,True,310,215,69.35,286,205,71.68
1,10,-10,0,0,1,5,2,no_tail,False,147,104,70.75,145,105,72.41
1,10,-10,0,0,1,5,2,no_tail,True,93,66,70.97,107,81,75.7
1,10,-10,0,0,1,5,2,tail_1,False,133,89,66.92,123,87,70.73
1,10,-10,0,0,1,5,2,tail_1,True,104,70,67.31,95,67,70.53
1,10,-10,0,0,1,5,2,tail_2_3,False,139,95,68.35,107,73,68.22
1,10,-10,0,0,1,5,2,tail_2_3,True,113,79,69.91,84,57,67.86
1,10,-10,0,0,1,10,0,any,False,564,393,69.68,527,371,70.4
1,10,-10,0,0,1,10,0,any,True,432,307,71.06,421,299,71.02
1,10,-10,0,0,1,10,0,no_tail,False,147,104,70.75,145,105,72.41
1,10,-10,0,0,1,10,0,no_tail,True,93,66,70.97,107,81,75.7
1,10,-10,0,0,1,10,0,tail_1,False,133,89,66.92,123,87,70.73
1,10,-10,0,0,1,10,0,tail_1,True,104,70,67.31,95,67,70.53
1,10,-10,0,0,1,10,0,tail_2_3,False,229,163,71.18,200,137,68.5
1,10,-10,0,0,1,10,0,tail_2_3,True,191,139,72.77,167,114,68.26
1,10,-10,0,0,1,10,0,tail_ge4,False,55,37,67.27,59,42,71.19
1,10,-10,0,0,1,10,0,tail_ge4,True,44,32,72.73,52,37,71.15
1,10,-10,0,0,1,10,2,any,False,419,288,68.74,375,265,70.67
1,10,-10,0,0,1,10,2,any,True,310,215,69.35,286,205,71.68
1,10,-10,0,0,1,10,2,no_tail,False,147,104,70.75,145,105,72.41
1,10,-10,0,0,1,10,2,no_tail,True,93,66,70.97,107,81,75.7
1,10,-10,0,0,1,10,2,tail_1,False,133,89,66.92,123,87,70.73
1,10,-10,0,0,1,10,2,tail_1,True,104,70,67.31,95,67,70.53
1,10,-10,0,0,1,10,2,tail_2_3,False,139,95,68.35,107,73,68.22
1,10,-10,0,0,1,10,2,tail_2_3,True,113,79,69.91,84,57,67.86
1,10,-10,0,0,1,15,0,any,False,564,393,69.68,527,371,70.4
1,10,-10,0,0,1,15,0,any,True,432,307,71.06,421,299,71.02
1,10,-10,0,0,1,15,0,no_tail,False,147,104,70.75,145,105,72.41
1,10,-10,0,0,1,15,0,no_tail,True,93,66,70.97,107,81,75.7
1,10,-10,0,0,1,15,0,tail_1,False,133,89,66.92,123,87,70.73
1,10,-10,0,0,1,15,0,tail_1,True,104,70,67.31,95,67,70.53
1,10,-10,0,0,1,15,0,tail_2_3,False,229,163,71.18,200,137,68.5
1,10,-10,0,0,1,15,0,tail_2_3,True,191,139,72.77,167,114,68.26
1,10,-10,0,0,1,15,0,tail_ge4,False,55,37,67.27,59,42,71.19
1,10,-10,0,0,1,15,0,tail_ge4,True,44,32,72.73,52,37,71.15
1,10,-10,0,0,1,15,2,any,False,419,288,68.74,375,265,70.67
1,10,-10,0,0,1,15,2,any,True,310,215,69.35,286,205,71.68
1,10,-10,0,0,1,15,2,no_tail,False,147,104,70.75,145,105,72.41
1,10,-10,0,0,1,15,2,no_tail,True,93,66,70.97,107,81,75.7
1,10,-10,0,0,1,15,2,tail_1,False,133,89,66.92,123,87,70.73
1,10,-10,0,0,1,15,2,tail_1,True,104,70,67.31,95,67,70.53
1,10,-10,0,0,1,15,2,tail_2_3,False,139,95,68.35,107,73,68.22
1,10,-10,0,0,1,15,2,tail_2_3,True,113,79,69.91,84,57,67.86
1,10,-10,0,1.5,0,5,0,any,False,305,217,71.15,274,185,67.52
1,10,-10,0,1.5,0,5,0,any,True,220,164,74.55,203,138,67.98
1,10,-10,0,1.5,0,5,0,no_tail,False,78,57,73.08,77,52,67.53
1,10,-10,0,1.5,0,5,0,no_tail,True,44,36,81.82,47,34,72.34
1,10,-10,0,1.5,0,5,0,tail_1,False,63,42,66.67,63,43,68.25
1,10,-10,0,1.5,0,5,0,tail_1,True,45,30,66.67,44,29,65.91
1,10,-10,0,1.5,0,5,0,tail_2_3,False,128,94,73.44,101,68,67.33
1,10,-10,0,1.5,0,5,0,tail_2_3,True,102,78,76.47,82,55,67.07
1,10,-10,0,1.5,0,5,0,tail_ge4,False,36,24,66.67,33,22,66.67
1,10,-10,0,1.5,0,5,0,tail_ge4,True,29,20,68.97,30,20,66.67
1,10,-10,0,1.5,0,5,2,any,False,220,156,70.91,195,130,66.67
1,10,-10,0,1.5,0,5,2,any,True,150,112,74.67,133,88,66.17
1,10,-10,0,1.5,0,5,2,no_tail,False,78,57,73.08,77,52,67.53
1,10,-10,0,1.5,0,5,2,no_tail,True,44,36,81.82,47,34,72.34
1,10,-10,0,1.5,0,5,2,tail_1,False,63,42,66.67,63,43,68.25
1,10,-10,0,1.5,0,5,2,tail_1,True,45,30,66.67,44,29,65.91
1,10,-10,0,1.5,0,5,2,tail_2_3,False,79,57,72.15,55,35,63.64
1,10,-10,0,1.5,0,5,2,tail_2_3,True,61,46,75.41,42,25,59.52
1,10,-10,0,1.5,0,10,0,any,False,305,217,71.15,274,185,67.52
1,10,-10,0,1.5,0,10,0,any,True,220,164,74.55,203,138,67.98
1,10,-10,0,1.5,0,10,0,no_tail,False,78,57,73.08,77,52,67.53
1,10,-10,0,1.5,0,10,0,no_tail,True,44,36,81.82,47,34,72.34
1,10,-10,0,1.5,0,10,0,tail_1,False,63,42,66.67,63,43,68.25
1,10,-10,0,1.5,0,10,0,tail_1,True,45,30,66.67,44,29,65.91
1,10,-10,0,1.5,0,10,0,tail_2_3,False,128,94,73.44,101,68,67.33
1,10,-10,0,1.5,0,10,0,tail_2_3,True,102,78,76.47,82,55,67.07
1,10,-10,0,1.5,0,10,0,tail_ge4,False,36,24,66.67,33,22,66.67
1,10,-10,0,1.5,0,10,0,tail_ge4,True,29,20,68.97,30,20,66.67
1,10,-10,0,1.5,0,10,2,any,False,220,156,70.91,195,130,66.67
1,10,-10,0,1.5,0,10,2,any,True,150,112,74.67,133,88,66.17
1,10,-10,0,1.5,0,10,2,no_tail,False,78,57,73.08,77,52,67.53
1,10,-10,0,1.5,0,10,2,no_tail,True,44,36,81.82,47,34,72.34
1,10,-10,0,1.5,0,10,2,tail_1,False,63,42,66.67,63,43,68.25
1,10,-10,0,1.5,0,10,2,tail_1,True,45,30,66.67,44,29,65.91
1,10,-10,0,1.5,0,10,2,tail_2_3,False,79,57,72.15,55,35,63.64
1,10,-10,0,1.5,0,10,2,tail_2_3,True,61,46,75.41,42,25,59.52
1,10,-10,0,1.5,0,15,0,any,False,305,217,71.15,274,185,67.52
1,10,-10,0,1.5,0,15,0,any,True,220,164,74.55,203,138,67.98
1,10,-10,0,1.5,0,15,0,no_tail,False,78,57,73.08,77,52,67.53
1,10,-10,0,1.5,0,15,0,no_tail,True,44,36,81.82,47,34,72.34
1,10,-10,0,1.5,0,15,0,tail_1,False,63,42,66.67,63,43,68.25
1,10,-10,0,1.5,0,15,0,tail_1,True,45,30,66.67,44,29,65.91
1,10,-10,0,1.5,0,15,0,tail_2_3,False,128,94,73.44,101,68,67.33
1,10,-10,0,1.5,0,15,0,tail_2_3,True,102,78,76.47,82,55,67.07
1,10,-10,0,1.5,0,15,0,tail_ge4,False,36,24,66.67,33,22,66.67
1,10,-10,0,1.5,0,15,0,tail_ge4,True,29,20,68.97,30,20,66.67
1,10,-10,0,1.5,0,15,2,any,False,220,156,70.91,195,130,66.67
1,10,-10,0,1.5,0,15,2,any,True,150,112,74.67,133,88,66.17
1,10,-10,0,1.5,0,15,2,no_tail,False,78,57,73.08,77,52,67.53
1,10,-10,0,1.5,0,15,2,no_tail,True,44,36,81.82,47,34,72.34
1,10,-10,0,1.5,0,15,2,tail_1,False,63,42,66.67,63,43,68.25
1,10,-10,0,1.5,0,15,2,tail_1,True,45,30,66.67,44,29,65.91
1,10,-10,0,1.5,0,15,2,tail_2_3,False,79,57,72.15,55,35,63.64
1,10,-10,0,1.5,0,15,2,tail_2_3,True,61,46,75.41,42,25,59.52
1,10,-10,0,1.5,1,5,0,any,False,402,281,69.9,365,253,69.32
1,10,-10,0,1.5,1,5,0,any,True,303,220,72.61,290,205,70.69
1,10,-10,0,1.5,1,5,0,no_tail,False,101,71,70.3,104,73,70.19
1,10,-10,0,1.5,1,5,0,no_tail,True,60,45,75.0,72,54,75.0
1,10,-10,0,1.5,1,5,0,tail_1,False,87,60,68.97,84,58,69.05
1,10,-10,0,1.5,1,5,0,tail_1,True,68,48,70.59,64,44,68.75
1,10,-10,0,1.5,1,5,0,tail_2_3,False,169,119,70.41,132,89,67.42
1,10,-10,0,1.5,1,5,0,tail_2_3,True,138,100,72.46,112,76,67.86
1,10,-10,0,1.5,1,5,0,tail_ge4,False,45,31,68.89,45,33,73.33
1,10,-10,0,1.5,1,5,0,tail_ge4,True,37,27,72.97,42,31,73.81
1,10,-10,0,1.5,1,5,2,any,False,290,200,68.97,259,177,68.34
1,10,-10,0,1.5,1,5,2,any,True,209,149,71.29,193,134,69.43
1,10,-10,0,1.5,1,5,2,no_tail,False,101,71,70.3,104,73,70.19
1,10,-10,0,1.5,1,5,2,no_tail,True,60,45,75.0,72,54,75.0
1,10,-10,0,1.5,1,5,2,tail_1,False,87,60,68.97,84,58,69.05
1,10,-10,0,1.5,1,5,2,tail_1,True,68,48,70.59,64,44,68.75
1,10,-10,0,1.5,1,5,2,tail_2_3,False,102,69,67.65,71,46,64.79
1,10,-10,0,1.5,1,5,2,tail_2_3,True,81,56,69.14,57,36,63.16
1,10,-10,0,1.5,1,10,0,any,False,402,281,69.9,365,253,69.32
1,10,-10,0,1.5,1,10,0,any,True,303,220,72.61,290,205,70.69
1,10,-10,0,1.5,1,10,0,no_tail,False,101,71,70.3,104,73,70.19
1,10,-10,0,1.5,1,10,0,no_tail,True,60,45,75.0,72,54,75.0
1,10,-10,0,1.5,1,10,0,tail_1,False,87,60,68.97,84,58,69.05
1,10,-10,0,1.5,1,10,0,tail_1,True,68,48,70.59,64,44,68.75
1,10,-10,0,1.5,1,10,0,tail_2_3,False,169,119,70.41,132,89,67.42
1,10,-10,0,1.5,1,10,0,tail_2_3,True,138,100,72.46,112,76,67.86
1,10,-10,0,1.5,1,10,0,tail_ge4,False,45,31,68.89,45,33,73.33
1,10,-10,0,1.5,1,10,0,tail_ge4,True,37,27,72.97,42,31,73.81
1,10,-10,0,1.5,1,10,2,any,False,290,200,68.97,259,177,68.34
1,10,-10,0,1.5,1,10,2,any,True,209,149,71.29,193,134,69.43
1,10,-10,0,1.5,1,10,2,no_tail,False,101,71,70.3,104,73,70.19
1,10,-10,0,1.5,1,10,2,no_tail,True,60,45,75.0,72,54,75.0
1,10,-10,0,1.5,1,10,2,tail_1,False,87,60,68.97,84,58,69.05
1,10,-10,0,1.5,1,10,2,tail_1,True,68,48,70.59,64,44,68.75
1,10,-10,0,1.5,1,10,2,tail_2_3,False,102,69,67.65,71,46,64.79
1,10,-10,0,1.5,1,10,2,tail_2_3,True,81,56,69.14,57,36,63.16
1,10,-10,0,1.5,1,15,0,any,False,402,281,69.9,365,253,69.32
1,10,-10,0,1.5,1,15,0,any,True,303,220,72.61,290,205,70.69
1,10,-10,0,1.5,1,15,0,no_tail,False,101,71,70.3,104,73,70.19
1,10,-10,0,1.5,1,15,0,no_tail,True,60,45,75.0,72,54,75.0
1,10,-10,0,1.5,1,15,0,tail_1,False,87,60,68.97,84,58,69.05
1,10,-10,0,1.5,1,15,0,tail_1,True,68,48,70.59,64,44,68.75
1,10,-10,0,1.5,1,15,0,tail_2_3,False,169,119,70.41,132,89,67.42
1,10,-10,0,1.5,1,15,0,tail_2_3,True,138,100,72.46,112,76,67.86
1,10,-10,0,1.5,1,15,0,tail_ge4,False,45,31,68.89,45,33,73.33
1,10,-10,0,1.5,1,15,0,tail_ge4,True,37,27,72.97,42,31,73.81
1,10,-10,0,1.5,1,15,2,any,False,290,200,68.97,259,177,68.34
1,10,-10,0,1.5,1,15,2,any,True,209,149,71.29,193,134,69.43
1,10,-10,0,1.5,1,15,2,no_tail,False,101,71,70.3,104,73,70.19
1,10,-10,0,1.5,1,15,2,no_tail,True,60,45,75.0,72,54,75.0
1,10,-10,0,1.5,1,15,2,tail_1,False,87,60,68.97,84,58,69.05
1,10,-10,0,1.5,1,15,2,tail_1,True,68,48,70.59,64,44,68.75
1,10,-10,0,1.5,1,15,2,tail_2_3,False,102,69,67.65,71,46,64.79
1,10,-10,0,1.5,1,15,2,tail_2_3,True,81,56,69.14,57,36,63.16
1,10,-10,0,3,0,5,0,any,False,152,116,76.32,132,91,68.94
1,10,-10,0,3,0,5,0,any,True,104,82,78.85,85,63,74.12
1,10,-10,0,3,0,5,0,no_tail,False,34,26,76.47,29,17,58.62
1,10,-10,0,3,0,5,0,no_tail,True,17,13,76.47,11,7,63.64
1,10,-10,0,3,0,5,0,tail_1,False,29,22,75.86,33,25,75.76
1,10,-10,0,3,0,5,0,tail_1,True,20,15,75.0,21,17,80.95
1,10,-10,0,3,0,5,0,tail_2_3,False,66,52,78.79,55,38,69.09
1,10,-10,0,3,0,5,0,tail_2_3,True,49,41,83.67,41,30,73.17
1,10,-10,0,3,0,5,0,tail_ge4,False,23,16,69.57,15,11,73.33
1,10,-10,0,3,0,5,0,tail_ge4,True,18,13,72.22,12,9,75.0
1,10,-10,0,3,0,5,2,any,False,107,82,76.64,95,65,68.42
1,10,-10,0,3,0,5,2,any,True,70,55,78.57,55,40,72.73
1,10,-10,0,3,0,5,2,no_tail,False,34,26,76.47,29,17,58.62
1,10,-10,0,3,0,5,2,no_tail,True,17,13,76.47,11,7,63.64
1,10,-10,0,3,0,5,2,tail_1,False,29,22,75.86,33,25,75.76
1,10,-10,0,3,0,5,2,tail_1,True,20,15,75.0,21,17,80.95
1,10,-10,0,3,0,5,2,tail_2_3,False,44,34,77.27,33,23,69.7
1,10,-10,0,3,0,5,2,tail_2_3,True,33,27,81.82,23,16,69.57
1,10,-10,0,3,0,10,0,any,False,152,116,76.32,132,91,68.94
1,10,-10,0,3,0,10,0,any,True,104,82,78.85,85,63,74.12
1,10,-10,0,3,0,10,0,no_tail,False,34,26,76.47,29,17,58.62
1,10,-10,0,3,0,10,0,no_tail,True,17,13,76.47,11,7,63.64
1,10,-10,0,3,0,10,0,tail_1,False,29,22,75.86,33,25,75.76
1,10,-10,0,3,0,10,0,tail_1,True,20,15,75.0,21,17,80.95
1,10,-10,0,3,0,10,0,tail_2_3,False,66,52,78.79,55,38,69.09
1,10,-10,0,3,0,10,0,tail_2_3,True,49,41,83.67,41,30,73.17
1,10,-10,0,3,0,10,0,tail_ge4,False,23,16,69.57,15,11,73.33
1,10,-10,0,3,0,10,0,tail_ge4,True,18,13,72.22,12,9,75.0
1,10,-10,0,3,0,10,2,any,False,107,82,76.64,95,65,68.42
1,10,-10,0,3,0,10,2,any,True,70,55,78.57,55,40,72.73
1,10,-10,0,3,0,10,2,no_tail,False,34,26,76.47,29,17,58.62
1,10,-10,0,3,0,10,2,no_tail,True,17,13,76.47,11,7,63.64
1,10,-10,0,3,0,10,2,tail_1,False,29,22,75.86,33,25,75.76
1,10,-10,0,3,0,10,2,tail_1,True,20,15,75.0,21,17,80.95
1,10,-10,0,3,0,10,2,tail_2_3,False,44,34,77.27,33,23,69.7
1,10,-10,0,3,0,10,2,tail_2_3,True,33,27,81.82,23,16,69.57
1,10,-10,0,3,0,15,0,any,False,152,116,76.32,132,91,68.94
1,10,-10,0,3,0,15,0,any,True,104,82,78.85,85,63,74.12
1,10,-10,0,3,0,15,0,no_tail,False,34,26,76.47,29,17,58.62
1,10,-10,0,3,0,15,0,no_tail,True,17,13,76.47,11,7,63.64
1,10,-10,0,3,0,15,0,tail_1,False,29,22,75.86,33,25,75.76
1,10,-10,0,3,0,15,0,tail_1,True,20,15,75.0,21,17,80.95
1,10,-10,0,3,0,15,0,tail_2_3,False,66,52,78.79,55,38,69.09
1,10,-10,0,3,0,15,0,tail_2_3,True,49,41,83.67,41,30,73.17
1,10,-10,0,3,0,15,0,tail_ge4,False,23,16,69.57,15,11,73.33
1,10,-10,0,3,0,15,0,tail_ge4,True,18,13,72.22,12,9,75.0
1,10,-10,0,3,0,15,2,any,False,107,82,76.64,95,65,68.42
1,10,-10,0,3,0,15,2,any,True,70,55,78.57,55,40,72.73
1,10,-10,0,3,0,15,2,no_tail,False,34,26,76.47,29,17,58.62
1,10,-10,0,3,0,15,2,no_tail,True,17,13,76.47,11,7,63.64
1,10,-10,0,3,0,15,2,tail_1,False,29,22,75.86,33,25,75.76
1,10,-10,0,3,0,15,2,tail_1,True,20,15,75.0,21,17,80.95
1,10,-10,0,3,0,15,2,tail_2_3,False,44,34,77.27,33,23,69.7
1,10,-10,0,3,0,15,2,tail_2_3,True,33,27,81.82,23,16,69.57
1,10,-10,0,3,1,5,0,any,False,209,157,75.12,187,130,69.52
1,10,-10,0,3,1,5,0,any,True,150,116,77.33,137,101,73.72
1,10,-10,0,3,1,5,0,no_tail,False,48,36,75.0,46,30,65.22
1,10,-10,0,3,1,5,0,no_tail,True,26,19,73.08,27,19,70.37
1,10,-10,0,3,1,5,0,tail_1,False,39,29,74.36,43,30,69.77
1,10,-10,0,3,1,5,0,tail_1,True,29,22,75.86,30,22,73.33
1,10,-10,0,3,1,5,0,tail_2_3,False,91,70,76.92,75,52,69.33
1,10,-10,0,3,1,5,0,tail_2_3,True,70,56,80.0,60,44,73.33
1,10,-10,0,3,1,5,0,tail_ge4,False,31,22,70.97,23,18,78.26
1,10,-10,0,3,1,5,0,tail_ge4,True,25,19,76.0,20,16,80.0
1,10,-10,0,3,1,5,2,any,False,144,108,75.0,133,91,68.42
1,10,-10,0,3,1,5,2,any,True,99,75,75.76,90,65,72.22
1,10,-10,0,3,1,5,2,no_tail,False,48,36,75.0,46,30,65.22
1,10,-10,0,3,1,5,2,no_tail,True,26,19,73.08,27,19,70.37
1,10,-10,0,3,1,5,2,tail_1,False,39,29,74.36,43,30,69.77
1,10,-10,0,3,1,5,2,tail_1,True,29,22,75.86,30,22,73.33
1,10,-10,0,3,1,5,2,tail_2_3,False,57,43,75.44,44,31,70.45
1,10,-10,0,3,1,5,2,tail_2_3,True,44,34,77.27,33,24,72.73
1,10,-10,0,3,1,10,0,any,False,209,157,75.12,187,130,69.52
1,10,-10,0,3,1,10,0,any,True,150,116,77.33,137,101,73.72
1,10,-10,0,3,1,10,0,no_tail,False,48,36,75.0,46,30,65.22
1,10,-10,0,3,1,10,0,no_tail,True,26,19,73.08,27,19,70.37
1,10,-10,0,3,1,10,0,tail_1,False,39,29,74.36,43,30,69.77
1,10,-10,0,3,1,10,0,tail_1,True,29,22,75.86,30,22,73.33
1,10,-10,0,3,1,10,0,tail_2_3,False,91,70,76.92,75,52,69.33
1,10,-10,0,3,1,10,0,tail_2_3,True,70,56,80.0,60,44,73.33
1,10,-10,0,3,1,10,0,tail_ge4,False,31,22,70.97,23,18,78.26
1,10,-10,0,3,1,10,0,tail_ge4,True,25,19,76.0,20,16,80.0
1,10,-10,0,3,1,10,2,any,False,144,108,75.0,133,91,68.42
1,10,-10,0,3,1,10,2,any,True,99,75,75.76,90,65,72.22
1,10,-10,0,3,1,10,2,no_tail,False,48,36,75.0,46,30,65.22
1,10,-10,0,3,1,10,2,no_tail,True,26,19,73.08,27,19,70.37
1,10,-10,0,3,1,10,2,tail_1,False,39,29,74.36,43,30,69.77
1,10,-10,0,3,1,10,2,tail_1,True,29,22,75.86,30,22,73.33
1,10,-10,0,3,1,10,2,tail_2_3,False,57,43,75.44,44,31,70.45
1,10,-10,0,3,1,10,2,tail_2_3,True,44,34,77.27,33,24,72.73
1,10,-10,0,3,1,15,0,any,False,209,157,75.12,187,130,69.52
1,10,-10,0,3,1,15,0,any,True,150,116,77.33,137,101,73.72
1,10,-10,0,3,1,15,0,no_tail,False,48,36,75.0,46,30,65.22
1,10,-10,0,3,1,15,0,no_tail,True,26,19,73.08,27,19,70.37
1,10,-10,0,3,1,15,0,tail_1,False,39,29,74.36,43,30,69.77
1,10,-10,0,3,1,15,0,tail_1,True,29,22,75.86,30,22,73.33
1,10,-10,0,3,1,15,0,tail_2_3,False,91,70,76.92,75,52,69.33
1,10,-10,0,3,1,15,0,tail_2_3,True,70,56,80.0,60,44,73.33
1,10,-10,0,3,1,15,0,tail_ge4,False,31,22,70.97,23,18,78.26
1,10,-10,0,3,1,15,0,tail_ge4,True,25,19,76.0,20,16,80.0
1,10,-10,0,3,1,15,2,any,False,144,108,75.0,133,91,68.42
1,10,-10,0,3,1,15,2,any,True,99,75,75.76,90,65,72.22
1,10,-10,0,3,1,15,2,no_tail,False,48,36,75.0,46,30,65.22
1,10,-10,0,3,1,15,2,no_tail,True,26,19,73.08,27,19,70.37
1,10,-10,0,3,1,15,2,tail_1,False,39,29,74.36,43,30,69.77
1,10,-10,0,3,1,15,2,tail_1,True,29,22,75.86,30,22,73.33
1,10,-10,0,3,1,15,2,tail_2_3,False,57,43,75.44,44,31,70.45
1,10,-10,0,3,1,15,2,tail_2_3,True,44,34,77.27,33,24,72.73
1,10,-10,20,0,0,5,0,any,False,297,216,72.73,280,189,67.5
1,10,-10,20,0,0,5,0,any,True,252,185,73.41,245,167,68.16
1,10,-10,20,0,0,5,0,no_tail,False,75,55,73.33,80,57,71.25
1,10,-10,20,0,0,5,0,no_tail,True,56,41,73.21,67,50,74.63
1,10,-10,20,0,0,5,0,tail_1,False,67,44,65.67,63,41,65.08
1,10,-10,20,0,0,5,0,tail_1,True,57,38,66.67,54,33,61.11
1,10,-10,20,0,0,5,0,tail_2_3,False,126,97,76.98,104,69,66.35
1,10,-10,20,0,0,5,0,tail_2_3,True,113,88,77.88,94,64,68.09
1,10,-10,20,0,0,5,0,tail_ge4,False,29,20,68.97,33,22,66.67
1,10,-10,20,0,0,5,0,tail_ge4,True,26,18,69.23,30,20,66.67
1,10,-10,20,0,0,5,2,any,False,218,156,71.56,198,137,69.19
1,10,-10,20,0,0,5,2,any,True,180,131,72.78,168,117,69.64
1,10,-10,20,0,0,5,2,no_tail,False,75,55,73.33,80,57,71.25
1,10,-10,20,0,0,5,2,no_tail,True,56,41,73.21,67,50,74.63
1,10,-10,20,0,0,5,2,tail_1,False,67,44,65.67,63,41,65.08
1,10,-10,20,0,0,5,2,tail_1,True,57,38,66.67,54,33,61.11
1,10,-10,20,0,0,5,2,tail_2_3,False,76,57,75.0,55,39,70.91
1,10,-10,20,0,0,5,2,tail_2_3,True,67,52,77.61,47,34,72.34
