TailMin,Slope8Min,Slope24Min,Slope50Min,Gap824Min,Gap2450Min,BodyDistance8Min,BarDistance8Min,CloseExtensionMin,PriorStreakMin,DevN,DevTarget,DevRate,HoldN,HoldTarget,HoldRate
3,20,20,0,1.5,1.5,0,-5,0,0,1312,943,71.88,1414,1023,72.35
3,20,20,0,1.5,1.5,0,-5,0,1,1071,779,72.74,1162,847,72.89
3,20,20,0,1.5,1.5,0,-5,0,2,736,524,71.2,805,602,74.78
3,20,20,0,1.5,1.5,0,-5,1,0,1217,875,71.9,1315,957,72.78
3,20,20,0,1.5,1.5,0,-5,1,1,1066,775,72.7,1156,842,72.84
3,20,20,0,1.5,1.5,0,-5,1,2,735,523,71.16,802,600,74.81
3,20,20,0,1.5,1.5,0,-5,2,0,875,643,73.49,967,696,71.98
3,20,20,0,1.5,1.5,0,-5,2,1,875,643,73.49,967,696,71.98
3,20,20,0,1.5,1.5,0,-5,2,2,616,444,72.08,678,503,74.19
3,20,20,0,1.5,1.5,0,0,0,0,809,582,71.94,878,662,75.4
3,20,20,0,1.5,1.5,0,0,0,1,768,549,71.48,833,625,75.03
3,20,20,0,1.5,1.5,0,0,0,2,622,442,71.06,670,512,76.42
3,20,20,0,1.5,1.5,0,0,1,0,800,573,71.62,866,651,75.17
3,20,20,0,1.5,1.5,0,0,1,1,768,549,71.48,833,625,75.03
3,20,20,0,1.5,1.5,0,0,1,2,622,442,71.06,670,512,76.42
3,20,20,0,1.5,1.5,0,0,2,0,655,473,72.21,730,540,73.97
3,20,20,0,1.5,1.5,0,0,2,1,655,473,72.21,730,540,73.97
3,20,20,0,1.5,1.5,0,0,2,2,528,382,72.35,588,444,75.51
3,20,20,0,1.5,1.5,0,1,0,0,619,442,71.41,660,497,75.3
3,20,20,0,1.5,1.5,0,1,0,1,596,422,70.81,642,481,74.92
3,20,20,0,1.5,1.5,0,1,0,2,511,364,71.23,552,419,75.91
3,20,20,0,1.5,1.5,0,1,1,0,615,438,71.22,659,496,75.27
3,20,20,0,1.5,1.5,0,1,1,1,596,422,70.81,642,481,74.92
3,20,20,0,1.5,1.5,0,1,1,2,511,364,71.23,552,419,75.91
3,20,20,0,1.5,1.5,0,1,2,0,512,367,71.68,573,424,74.0
3,20,20,0,1.5,1.5,0,1,2,1,512,367,71.68,573,424,74.0
3,20,20,0,1.5,1.5,0,1,2,2,437,318,72.77,492,371,75.41
3,20,20,0,1.5,1.5,0,3,0,0,263,192,73.0,307,233,75.9
3,20,20,0,1.5,1.5,0,3,0,1,260,190,73.08,307,233,75.9
3,20,20,0,1.5,1.5,0,3,0,2,250,182,72.8,289,220,76.12
3,20,20,0,1.5,1.5,0,3,1,0,263,192,73.0,307,233,75.9
3,20,20,0,1.5,1.5,0,3,1,1,260,190,73.08,307,233,75.9
3,20,20,0,1.5,1.5,0,3,1,2,250,182,72.8,289,220,76.12
3,20,20,0,1.5,1.5,0,3,2,0,228,169,74.12,277,209,75.45
3,20,20,0,1.5,1.5,0,3,2,1,228,169,74.12,277,209,75.45
3,20,20,0,1.5,1.5,0,3,2,2,219,162,73.97,261,198,75.86
3,20,20,0,1.5,1.5,0,5,0,0,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,0,5,0,1,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,0,5,0,2,67,49,73.13,99,76,76.77
3,20,20,0,1.5,1.5,0,5,1,0,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,0,5,1,1,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,0,5,1,2,67,49,73.13,99,76,76.77
3,20,20,0,1.5,1.5,0,5,2,0,60,44,73.33,92,70,76.09
3,20,20,0,1.5,1.5,0,5,2,1,60,44,73.33,92,70,76.09
3,20,20,0,1.5,1.5,0,5,2,2,59,44,74.58,91,69,75.82
3,20,20,0,1.5,1.5,1,-5,0,0,1229,890,72.42,1332,967,72.6
3,20,20,0,1.5,1.5,1,-5,0,1,1067,775,72.63,1154,842,72.96
3,20,20,0,1.5,1.5,1,-5,0,2,735,523,71.16,801,601,75.03
3,20,20,0,1.5,1.5,1,-5,1,0,1165,841,72.19,1259,917,72.84
3,20,20,0,1.5,1.5,1,-5,1,1,1064,773,72.65,1150,838,72.87
3,20,20,0,1.5,1.5,1,-5,1,2,734,522,71.12,799,599,74.97
3,20,20,0,1.5,1.5,1,-5,2,0,875,643,73.49,964,695,72.1
3,20,20,0,1.5,1.5,1,-5,2,1,875,643,73.49,964,695,72.1
3,20,20,0,1.5,1.5,1,-5,2,2,616,444,72.08,676,503,74.41
3,20,20,0,1.5,1.5,1,0,0,0,809,582,71.94,878,662,75.4
3,20,20,0,1.5,1.5,1,0,0,1,768,549,71.48,833,625,75.03
3,20,20,0,1.5,1.5,1,0,0,2,622,442,71.06,670,512,76.42
3,20,20,0,1.5,1.5,1,0,1,0,800,573,71.62,866,651,75.17
3,20,20,0,1.5,1.5,1,0,1,1,768,549,71.48,833,625,75.03
3,20,20,0,1.5,1.5,1,0,1,2,622,442,71.06,670,512,76.42
3,20,20,0,1.5,1.5,1,0,2,0,655,473,72.21,730,540,73.97
3,20,20,0,1.5,1.5,1,0,2,1,655,473,72.21,730,540,73.97
3,20,20,0,1.5,1.5,1,0,2,2,528,382,72.35,588,444,75.51
3,20,20,0,1.5,1.5,1,1,0,0,619,442,71.41,660,497,75.3
3,20,20,0,1.5,1.5,1,1,0,1,596,422,70.81,642,481,74.92
3,20,20,0,1.5,1.5,1,1,0,2,511,364,71.23,552,419,75.91
3,20,20,0,1.5,1.5,1,1,1,0,615,438,71.22,659,496,75.27
3,20,20,0,1.5,1.5,1,1,1,1,596,422,70.81,642,481,74.92
3,20,20,0,1.5,1.5,1,1,1,2,511,364,71.23,552,419,75.91
3,20,20,0,1.5,1.5,1,1,2,0,512,367,71.68,573,424,74.0
3,20,20,0,1.5,1.5,1,1,2,1,512,367,71.68,573,424,74.0
3,20,20,0,1.5,1.5,1,1,2,2,437,318,72.77,492,371,75.41
3,20,20,0,1.5,1.5,1,3,0,0,263,192,73.0,307,233,75.9
3,20,20,0,1.5,1.5,1,3,0,1,260,190,73.08,307,233,75.9
3,20,20,0,1.5,1.5,1,3,0,2,250,182,72.8,289,220,76.12
3,20,20,0,1.5,1.5,1,3,1,0,263,192,73.0,307,233,75.9
3,20,20,0,1.5,1.5,1,3,1,1,260,190,73.08,307,233,75.9
3,20,20,0,1.5,1.5,1,3,1,2,250,182,72.8,289,220,76.12
3,20,20,0,1.5,1.5,1,3,2,0,228,169,74.12,277,209,75.45
3,20,20,0,1.5,1.5,1,3,2,1,228,169,74.12,277,209,75.45
3,20,20,0,1.5,1.5,1,3,2,2,219,162,73.97,261,198,75.86
3,20,20,0,1.5,1.5,1,5,0,0,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,1,5,0,1,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,1,5,0,2,67,49,73.13,99,76,76.77
3,20,20,0,1.5,1.5,1,5,1,0,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,1,5,1,1,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,1,5,1,2,67,49,73.13,99,76,76.77
3,20,20,0,1.5,1.5,1,5,2,0,60,44,73.33,92,70,76.09
3,20,20,0,1.5,1.5,1,5,2,1,60,44,73.33,92,70,76.09
3,20,20,0,1.5,1.5,1,5,2,2,59,44,74.58,91,69,75.82
3,20,20,0,1.5,1.5,3,-5,0,0,929,669,72.01,1012,756,74.7
3,20,20,0,1.5,1.5,3,-5,0,1,878,628,71.53,957,713,74.5
3,20,20,0,1.5,1.5,3,-5,0,2,665,469,70.53,735,557,75.78
3,20,20,0,1.5,1.5,3,-5,1,0,910,652,71.65,988,737,74.6
3,20,20,0,1.5,1.5,3,-5,1,1,878,628,71.53,955,711,74.45
3,20,20,0,1.5,1.5,3,-5,1,2,665,469,70.53,733,555,75.72
3,20,20,0,1.5,1.5,3,-5,2,0,706,511,72.38,793,582,73.39
3,20,20,0,1.5,1.5,3,-5,2,1,706,511,72.38,793,582,73.39
3,20,20,0,1.5,1.5,3,-5,2,2,552,396,71.74,619,464,74.96
3,20,20,0,1.5,1.5,3,0,0,0,809,582,71.94,878,662,75.4
3,20,20,0,1.5,1.5,3,0,0,1,768,549,71.48,833,625,75.03
3,20,20,0,1.5,1.5,3,0,0,2,622,442,71.06,670,512,76.42
3,20,20,0,1.5,1.5,3,0,1,0,800,573,71.62,866,651,75.17
3,20,20,0,1.5,1.5,3,0,1,1,768,549,71.48,833,625,75.03
3,20,20,0,1.5,1.5,3,0,1,2,622,442,71.06,670,512,76.42
3,20,20,0,1.5,1.5,3,0,2,0,655,473,72.21,730,540,73.97
3,20,20,0,1.5,1.5,3,0,2,1,655,473,72.21,730,540,73.97
3,20,20,0,1.5,1.5,3,0,2,2,528,382,72.35,588,444,75.51
3,20,20,0,1.5,1.5,3,1,0,0,619,442,71.41,660,497,75.3
3,20,20,0,1.5,1.5,3,1,0,1,596,422,70.81,642,481,74.92
3,20,20,0,1.5,1.5,3,1,0,2,511,364,71.23,552,419,75.91
3,20,20,0,1.5,1.5,3,1,1,0,615,438,71.22,659,496,75.27
3,20,20,0,1.5,1.5,3,1,1,1,596,422,70.81,642,481,74.92
3,20,20,0,1.5,1.5,3,1,1,2,511,364,71.23,552,419,75.91
3,20,20,0,1.5,1.5,3,1,2,0,512,367,71.68,573,424,74.0
3,20,20,0,1.5,1.5,3,1,2,1,512,367,71.68,573,424,74.0
3,20,20,0,1.5,1.5,3,1,2,2,437,318,72.77,492,371,75.41
3,20,20,0,1.5,1.5,3,3,0,0,263,192,73.0,307,233,75.9
3,20,20,0,1.5,1.5,3,3,0,1,260,190,73.08,307,233,75.9
3,20,20,0,1.5,1.5,3,3,0,2,250,182,72.8,289,220,76.12
3,20,20,0,1.5,1.5,3,3,1,0,263,192,73.0,307,233,75.9
3,20,20,0,1.5,1.5,3,3,1,1,260,190,73.08,307,233,75.9
3,20,20,0,1.5,1.5,3,3,1,2,250,182,72.8,289,220,76.12
3,20,20,0,1.5,1.5,3,3,2,0,228,169,74.12,277,209,75.45
3,20,20,0,1.5,1.5,3,3,2,1,228,169,74.12,277,209,75.45
3,20,20,0,1.5,1.5,3,3,2,2,219,162,73.97,261,198,75.86
3,20,20,0,1.5,1.5,3,5,0,0,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,3,5,0,1,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,3,5,0,2,67,49,73.13,99,76,76.77
3,20,20,0,1.5,1.5,3,5,1,0,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,3,5,1,1,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,3,5,1,2,67,49,73.13,99,76,76.77
3,20,20,0,1.5,1.5,3,5,2,0,60,44,73.33,92,70,76.09
3,20,20,0,1.5,1.5,3,5,2,1,60,44,73.33,92,70,76.09
3,20,20,0,1.5,1.5,3,5,2,2,59,44,74.58,91,69,75.82
3,20,20,0,1.5,1.5,5,-5,0,0,561,400,71.3,583,434,74.44
3,20,20,0,1.5,1.5,5,-5,0,1,547,389,71.12,578,430,74.39
3,20,20,0,1.5,1.5,5,-5,0,2,474,336,70.89,504,381,75.6
3,20,20,0,1.5,1.5,5,-5,1,0,557,396,71.1,582,433,74.4
3,20,20,0,1.5,1.5,5,-5,1,1,547,389,71.12,578,430,74.39
3,20,20,0,1.5,1.5,5,-5,1,2,474,336,70.89,504,381,75.6
3,20,20,0,1.5,1.5,5,-5,2,0,434,313,72.12,476,345,72.48
3,20,20,0,1.5,1.5,5,-5,2,1,434,313,72.12,476,345,72.48
3,20,20,0,1.5,1.5,5,-5,2,2,380,276,72.63,422,313,74.17
3,20,20,0,1.5,1.5,5,0,0,0,561,400,71.3,583,434,74.44
3,20,20,0,1.5,1.5,5,0,0,1,547,389,71.12,578,430,74.39
3,20,20,0,1.5,1.5,5,0,0,2,474,336,70.89,504,381,75.6
3,20,20,0,1.5,1.5,5,0,1,0,557,396,71.1,582,433,74.4
3,20,20,0,1.5,1.5,5,0,1,1,547,389,71.12,578,430,74.39
3,20,20,0,1.5,1.5,5,0,1,2,474,336,70.89,504,381,75.6
3,20,20,0,1.5,1.5,5,0,2,0,434,313,72.12,476,345,72.48
3,20,20,0,1.5,1.5,5,0,2,1,434,313,72.12,476,345,72.48
3,20,20,0,1.5,1.5,5,0,2,2,380,276,72.63,422,313,74.17
3,20,20,0,1.5,1.5,5,1,0,0,532,379,71.24,550,406,73.82
3,20,20,0,1.5,1.5,5,1,0,1,518,368,71.04,545,402,73.76
3,20,20,0,1.5,1.5,5,1,0,2,454,322,70.93,482,361,74.9
3,20,20,0,1.5,1.5,5,1,1,0,528,375,71.02,549,405,73.77
3,20,20,0,1.5,1.5,5,1,1,1,518,368,71.04,545,402,73.76
3,20,20,0,1.5,1.5,5,1,1,2,454,322,70.93,482,361,74.9
3,20,20,0,1.5,1.5,5,1,2,0,434,313,72.12,476,345,72.48
3,20,20,0,1.5,1.5,5,1,2,1,434,313,72.12,476,345,72.48
3,20,20,0,1.5,1.5,5,1,2,2,380,276,72.63,422,313,74.17
3,20,20,0,1.5,1.5,5,3,0,0,263,192,73.0,307,233,75.9
3,20,20,0,1.5,1.5,5,3,0,1,260,190,73.08,307,233,75.9
3,20,20,0,1.5,1.5,5,3,0,2,250,182,72.8,289,220,76.12
3,20,20,0,1.5,1.5,5,3,1,0,263,192,73.0,307,233,75.9
3,20,20,0,1.5,1.5,5,3,1,1,260,190,73.08,307,233,75.9
3,20,20,0,1.5,1.5,5,3,1,2,250,182,72.8,289,220,76.12
3,20,20,0,1.5,1.5,5,3,2,0,228,169,74.12,277,209,75.45
3,20,20,0,1.5,1.5,5,3,2,1,228,169,74.12,277,209,75.45
3,20,20,0,1.5,1.5,5,3,2,2,219,162,73.97,261,198,75.86
3,20,20,0,1.5,1.5,5,5,0,0,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,5,5,0,1,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,5,5,0,2,67,49,73.13,99,76,76.77
3,20,20,0,1.5,1.5,5,5,1,0,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,5,5,1,1,68,49,72.06,101,78,77.23
3,20,20,0,1.5,1.5,5,5,1,2,67,49,73.13,99,76,76.77
3,20,20,0,1.5,1.5,5,5,2,0,60,44,73.33,92,70,76.09
3,20,20,0,1.5,1.5,5,5,2,1,60,44,73.33,92,70,76.09
3,20,20,0,1.5,1.5,5,5,2,2,59,44,74.58,91,69,75.82
3,20,20,0,1.5,3,0,-5,0,0,1065,765,71.83,1157,844,72.95
3,20,20,0,1.5,3,0,-5,0,1,855,623,72.87,950,702,73.89
3,20,20,0,1.5,3,0,-5,0,2,572,407,71.15,662,500,75.53
3,20,20,0,1.5,3,0,-5,1,0,979,704,71.91,1075,791,73.58
3,20,20,0,1.5,3,0,-5,1,1,851,620,72.86,944,697,73.83
3,20,20,0,1.5,3,0,-5,1,2,571,406,71.1,659,498,75.57
3,20,20,0,1.5,3,0,-5,2,0,701,517,73.75,790,578,73.16
3,20,20,0,1.5,3,0,-5,2,1,701,517,73.75,790,578,73.16
3,20,20,0,1.5,3,0,-5,2,2,481,347,72.14,555,417,75.14
3,20,20,0,1.5,3,0,0,0,0,645,463,71.78,726,550,75.76
3,20,20,0,1.5,3,0,0,0,1,607,432,71.17,690,520,75.36
3,20,20,0,1.5,3,0,0,0,2,487,343,70.43,549,423,77.05
3,20,20,0,1.5,3,0,0,1,0,636,454,71.38,716,541,75.56
3,20,20,0,1.5,3,0,0,1,1,607,432,71.17,690,520,75.36
3,20,20,0,1.5,3,0,0,1,2,487,343,70.43,549,423,77.05
3,20,20,0,1.5,3,0,0,2,0,517,373,72.15,601,448,74.54
3,20,20,0,1.5,3,0,0,2,1,517,373,72.15,601,448,74.54
3,20,20,0,1.5,3,0,0,2,2,412,296,71.84,479,366,76.41
3,20,20,0,1.5,3,0,1,0,0,498,353,70.88,549,414,75.41
3,20,20,0,1.5,3,0,1,0,1,475,333,70.11,534,401,75.09
3,20,20,0,1.5,3,0,1,0,2,405,285,70.37,455,348,76.48
3,20,20,0,1.5,3,0,1,1,0,494,349,70.65,549,414,75.41
3,20,20,0,1.5,3,0,1,1,1,475,333,70.11,534,401,75.09
3,20,20,0,1.5,3,0,1,1,2,405,285,70.37,455,348,76.48
3,20,20,0,1.5,3,0,1,2,0,407,290,71.25,476,355,74.58
3,20,20,0,1.5,3,0,1,2,1,407,290,71.25,476,355,74.58
3,20,20,0,1.5,3,0,1,2,2,345,249,72.17,405,310,76.54
3,20,20,0,1.5,3,0,3,0,0,210,152,72.38,257,196,76.26
3,20,20,0,1.5,3,0,3,0,1,207,150,72.46,257,196,76.26
3,20,20,0,1.5,3,0,3,0,2,200,144,72.0,241,185,76.76
3,20,20,0,1.5,3,0,3,1,0,210,152,72.38,257,196,76.26
3,20,20,0,1.5,3,0,3,1,1,207,150,72.46,257,196,76.26
3,20,20,0,1.5,3,0,3,1,2,200,144,72.0,241,185,76.76
3,20,20,0,1.5,3,0,3,2,0,177,130,73.45,233,178,76.39
3,20,20,0,1.5,3,0,3,2,1,177,130,73.45,233,178,76.39
3,20,20,0,1.5,3,0,3,2,2,171,125,73.1,219,169,77.17
3,20,20,0,1.5,3,0,5,0,0,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,0,5,0,1,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,0,5,0,2,56,42,75.0,86,66,76.74
3,20,20,0,1.5,3,0,5,1,0,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,0,5,1,1,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,0,5,1,2,56,42,75.0,86,66,76.74
3,20,20,0,1.5,3,0,5,2,0,49,37,75.51,79,60,75.95
3,20,20,0,1.5,3,0,5,2,1,49,37,75.51,79,60,75.95
3,20,20,0,1.5,3,0,5,2,2,49,37,75.51,79,60,75.95
3,20,20,0,1.5,3,1,-5,0,0,991,720,72.65,1087,798,73.41
3,20,20,0,1.5,3,1,-5,0,1,852,620,72.77,943,698,74.02
3,20,20,0,1.5,3,1,-5,0,2,571,406,71.1,658,499,75.84
3,20,20,0,1.5,3,1,-5,1,0,932,674,72.32,1028,758,73.74
3,20,20,0,1.5,3,1,-5,1,1,849,618,72.79,939,694,73.91
3,20,20,0,1.5,3,1,-5,1,2,570,405,71.05,656,497,75.76
3,20,20,0,1.5,3,1,-5,2,0,701,517,73.75,787,577,73.32
3,20,20,0,1.5,3,1,-5,2,1,701,517,73.75,787,577,73.32
3,20,20,0,1.5,3,1,-5,2,2,481,347,72.14,553,417,75.41
3,20,20,0,1.5,3,1,0,0,0,645,463,71.78,726,550,75.76
3,20,20,0,1.5,3,1,0,0,1,607,432,71.17,690,520,75.36
3,20,20,0,1.5,3,1,0,0,2,487,343,70.43,549,423,77.05
3,20,20,0,1.5,3,1,0,1,0,636,454,71.38,716,541,75.56
3,20,20,0,1.5,3,1,0,1,1,607,432,71.17,690,520,75.36
3,20,20,0,1.5,3,1,0,1,2,487,343,70.43,549,423,77.05
3,20,20,0,1.5,3,1,0,2,0,517,373,72.15,601,448,74.54
3,20,20,0,1.5,3,1,0,2,1,517,373,72.15,601,448,74.54
3,20,20,0,1.5,3,1,0,2,2,412,296,71.84,479,366,76.41
3,20,20,0,1.5,3,1,1,0,0,498,353,70.88,549,414,75.41
3,20,20,0,1.5,3,1,1,0,1,475,333,70.11,534,401,75.09
3,20,20,0,1.5,3,1,1,0,2,405,285,70.37,455,348,76.48
3,20,20,0,1.5,3,1,1,1,0,494,349,70.65,549,414,75.41
3,20,20,0,1.5,3,1,1,1,1,475,333,70.11,534,401,75.09
3,20,20,0,1.5,3,1,1,1,2,405,285,70.37,455,348,76.48
3,20,20,0,1.5,3,1,1,2,0,407,290,71.25,476,355,74.58
3,20,20,0,1.5,3,1,1,2,1,407,290,71.25,476,355,74.58
3,20,20,0,1.5,3,1,1,2,2,345,249,72.17,405,310,76.54
3,20,20,0,1.5,3,1,3,0,0,210,152,72.38,257,196,76.26
3,20,20,0,1.5,3,1,3,0,1,207,150,72.46,257,196,76.26
3,20,20,0,1.5,3,1,3,0,2,200,144,72.0,241,185,76.76
3,20,20,0,1.5,3,1,3,1,0,210,152,72.38,257,196,76.26
3,20,20,0,1.5,3,1,3,1,1,207,150,72.46,257,196,76.26
3,20,20,0,1.5,3,1,3,1,2,200,144,72.0,241,185,76.76
3,20,20,0,1.5,3,1,3,2,0,177,130,73.45,233,178,76.39
3,20,20,0,1.5,3,1,3,2,1,177,130,73.45,233,178,76.39
3,20,20,0,1.5,3,1,3,2,2,171,125,73.1,219,169,77.17
3,20,20,0,1.5,3,1,5,0,0,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,1,5,0,1,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,1,5,0,2,56,42,75.0,86,66,76.74
3,20,20,0,1.5,3,1,5,1,0,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,1,5,1,1,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,1,5,1,2,56,42,75.0,86,66,76.74
3,20,20,0,1.5,3,1,5,2,0,49,37,75.51,79,60,75.95
3,20,20,0,1.5,3,1,5,2,1,49,37,75.51,79,60,75.95
3,20,20,0,1.5,3,1,5,2,2,49,37,75.51,79,60,75.95
3,20,20,0,1.5,3,3,-5,0,0,734,529,72.07,833,628,75.39
3,20,20,0,1.5,3,3,-5,0,1,688,492,71.51,787,592,75.22
3,20,20,0,1.5,3,3,-5,0,2,515,361,70.1,603,462,76.62
3,20,20,0,1.5,3,3,-5,1,0,717,514,71.69,811,611,75.34
3,20,20,0,1.5,3,3,-5,1,1,688,492,71.51,785,590,75.16
3,20,20,0,1.5,3,3,-5,1,2,515,361,70.1,601,460,76.54
3,20,20,0,1.5,3,3,-5,2,0,555,402,72.43,653,484,74.12
3,20,20,0,1.5,3,3,-5,2,1,555,402,72.43,653,484,74.12
3,20,20,0,1.5,3,3,-5,2,2,429,306,71.33,506,384,75.89
3,20,20,0,1.5,3,3,0,0,0,645,463,71.78,726,550,75.76
3,20,20,0,1.5,3,3,0,0,1,607,432,71.17,690,520,75.36
3,20,20,0,1.5,3,3,0,0,2,487,343,70.43,549,423,77.05
3,20,20,0,1.5,3,3,0,1,0,636,454,71.38,716,541,75.56
3,20,20,0,1.5,3,3,0,1,1,607,432,71.17,690,520,75.36
3,20,20,0,1.5,3,3,0,1,2,487,343,70.43,549,423,77.05
3,20,20,0,1.5,3,3,0,2,0,517,373,72.15,601,448,74.54
3,20,20,0,1.5,3,3,0,2,1,517,373,72.15,601,448,74.54
3,20,20,0,1.5,3,3,0,2,2,412,296,71.84,479,366,76.41
3,20,20,0,1.5,3,3,1,0,0,498,353,70.88,549,414,75.41
3,20,20,0,1.5,3,3,1,0,1,475,333,70.11,534,401,75.09
3,20,20,0,1.5,3,3,1,0,2,405,285,70.37,455,348,76.48
3,20,20,0,1.5,3,3,1,1,0,494,349,70.65,549,414,75.41
3,20,20,0,1.5,3,3,1,1,1,475,333,70.11,534,401,75.09
3,20,20,0,1.5,3,3,1,1,2,405,285,70.37,455,348,76.48
3,20,20,0,1.5,3,3,1,2,0,407,290,71.25,476,355,74.58
3,20,20,0,1.5,3,3,1,2,1,407,290,71.25,476,355,74.58
3,20,20,0,1.5,3,3,1,2,2,345,249,72.17,405,310,76.54
3,20,20,0,1.5,3,3,3,0,0,210,152,72.38,257,196,76.26
3,20,20,0,1.5,3,3,3,0,1,207,150,72.46,257,196,76.26
3,20,20,0,1.5,3,3,3,0,2,200,144,72.0,241,185,76.76
3,20,20,0,1.5,3,3,3,1,0,210,152,72.38,257,196,76.26
3,20,20,0,1.5,3,3,3,1,1,207,150,72.46,257,196,76.26
3,20,20,0,1.5,3,3,3,1,2,200,144,72.0,241,185,76.76
3,20,20,0,1.5,3,3,3,2,0,177,130,73.45,233,178,76.39
3,20,20,0,1.5,3,3,3,2,1,177,130,73.45,233,178,76.39
3,20,20,0,1.5,3,3,3,2,2,171,125,73.1,219,169,77.17
3,20,20,0,1.5,3,3,5,0,0,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,3,5,0,1,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,3,5,0,2,56,42,75.0,86,66,76.74
3,20,20,0,1.5,3,3,5,1,0,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,3,5,1,1,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,3,5,1,2,56,42,75.0,86,66,76.74
3,20,20,0,1.5,3,3,5,2,0,49,37,75.51,79,60,75.95
3,20,20,0,1.5,3,3,5,2,1,49,37,75.51,79,60,75.95
3,20,20,0,1.5,3,3,5,2,2,49,37,75.51,79,60,75.95
3,20,20,0,1.5,3,5,-5,0,0,448,317,70.76,487,363,74.54
3,20,20,0,1.5,3,5,-5,0,1,434,306,70.51,483,360,74.53
3,20,20,0,1.5,3,5,-5,0,2,372,260,69.89,418,319,76.32
3,20,20,0,1.5,3,5,-5,1,0,444,313,70.5,487,363,74.54
3,20,20,0,1.5,3,5,-5,1,1,434,306,70.51,483,360,74.53
3,20,20,0,1.5,3,5,-5,1,2,372,260,69.89,418,319,76.32
3,20,20,0,1.5,3,5,-5,2,0,344,247,71.8,395,288,72.91
3,20,20,0,1.5,3,5,-5,2,1,344,247,71.8,395,288,72.91
3,20,20,0,1.5,3,5,-5,2,2,297,213,71.72,348,262,75.29
3,20,20,0,1.5,3,5,0,0,0,448,317,70.76,487,363,74.54
3,20,20,0,1.5,3,5,0,0,1,434,306,70.51,483,360,74.53
3,20,20,0,1.5,3,5,0,0,2,372,260,69.89,418,319,76.32
3,20,20,0,1.5,3,5,0,1,0,444,313,70.5,487,363,74.54
3,20,20,0,1.5,3,5,0,1,1,434,306,70.51,483,360,74.53
3,20,20,0,1.5,3,5,0,1,2,372,260,69.89,418,319,76.32
3,20,20,0,1.5,3,5,0,2,0,344,247,71.8,395,288,72.91
3,20,20,0,1.5,3,5,0,2,1,344,247,71.8,395,288,72.91
3,20,20,0,1.5,3,5,0,2,2,297,213,71.72,348,262,75.29
3,20,20,0,1.5,3,5,1,0,0,426,301,70.66,457,337,73.74
3,20,20,0,1.5,3,5,1,0,1,412,290,70.39,453,334,73.73
3,20,20,0,1.5,3,5,1,0,2,357,249,69.75,398,300,75.38
3,20,20,0,1.5,3,5,1,1,0,422,297,70.38,457,337,73.74
3,20,20,0,1.5,3,5,1,1,1,412,290,70.39,453,334,73.73
3,20,20,0,1.5,3,5,1,1,2,357,249,69.75,398,300,75.38
3,20,20,0,1.5,3,5,1,2,0,344,247,71.8,395,288,72.91
3,20,20,0,1.5,3,5,1,2,1,344,247,71.8,395,288,72.91
3,20,20,0,1.5,3,5,1,2,2,297,213,71.72,348,262,75.29
3,20,20,0,1.5,3,5,3,0,0,210,152,72.38,257,196,76.26
3,20,20,0,1.5,3,5,3,0,1,207,150,72.46,257,196,76.26
3,20,20,0,1.5,3,5,3,0,2,200,144,72.0,241,185,76.76
3,20,20,0,1.5,3,5,3,1,0,210,152,72.38,257,196,76.26
3,20,20,0,1.5,3,5,3,1,1,207,150,72.46,257,196,76.26
3,20,20,0,1.5,3,5,3,1,2,200,144,72.0,241,185,76.76
3,20,20,0,1.5,3,5,3,2,0,177,130,73.45,233,178,76.39
3,20,20,0,1.5,3,5,3,2,1,177,130,73.45,233,178,76.39
3,20,20,0,1.5,3,5,3,2,2,171,125,73.1,219,169,77.17
3,20,20,0,1.5,3,5,5,0,0,56,42,75.0,87,67,77.01
3,20,20,0,1.5,3,5,5,0,1,56,42,75.0,87,67,77.01
