EMA,PullbackBars,Shape,Prior24Min,CurrentSlopeMin,Gap1Min,Gap2OrPenMin,PenMax,RecoveryOrDispMin,DevN,DevTarget,DevRate,HoldN,HoldTarget,HoldRate
8,1,no_tail,45,0,3,0,4.5,1,3,2,66.67,4,3,75.0
8,1,no_tail,45,0,3,0,6,0,62,46,74.19,42,31,73.81
8,1,no_tail,45,0,3,0,6,1,3,2,66.67,4,3,75.0
8,1,no_tail,45,0,3,1,2.5,0,27,20,74.07,22,15,68.18
8,1,no_tail,45,0,3,1,4.5,0,45,33,73.33,32,23,71.88
8,1,no_tail,45,0,3,1,4.5,1,2,1,50.0,4,3,75.0
8,1,no_tail,45,0,3,1,6,0,45,33,73.33,32,23,71.88
8,1,no_tail,45,0,3,1,6,1,2,1,50.0,4,3,75.0
8,1,no_tail,45,0,5,0,2.5,0,43,32,74.42,31,22,70.97
8,1,no_tail,45,0,5,0,4.5,0,59,43,72.88,40,29,72.5
8,1,no_tail,45,0,5,0,4.5,1,3,2,66.67,3,2,66.67
8,1,no_tail,45,0,5,0,6,0,59,43,72.88,40,29,72.5
8,1,no_tail,45,0,5,0,6,1,3,2,66.67,3,2,66.67
8,1,no_tail,45,0,5,1,2.5,0,26,19,73.08,21,14,66.67
8,1,no_tail,45,0,5,1,4.5,0,42,30,71.43,30,21,70.0
8,1,no_tail,45,0,5,1,4.5,1,2,1,50.0,3,2,66.67
8,1,no_tail,45,0,5,1,6,0,42,30,71.43,30,21,70.0
8,1,no_tail,45,0,5,1,6,1,2,1,50.0,3,2,66.67
8,1,no_tail,45,15,3,0,2.5,0,44,33,75.0,32,23,71.88
8,1,no_tail,45,15,3,0,2.5,1,1,1,100.0,1,1,100.0
8,1,no_tail,45,15,3,0,4.5,0,51,37,72.55,34,25,73.53
8,1,no_tail,45,15,3,0,4.5,1,1,1,100.0,1,1,100.0
8,1,no_tail,45,15,3,0,6,0,51,37,72.55,34,25,73.53
8,1,no_tail,45,15,3,0,6,1,1,1,100.0,1,1,100.0
8,1,no_tail,45,15,3,1,2.5,0,27,20,74.07,22,15,68.18
